date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,NOK_N0,NOK_N1,NOK_N2,NOK_N3,NOK_N4,NOK_N5,NOK_N6
2022-09-30,O,2022-09-29 18:00:00,2022-09-30 17:00:00,2022-09-30 14:59:30,2022-09-30 15:00:00,63,,,,,,,
2022-10-03,O,2022-10-02 18:00:00,2022-10-03 17:00:00,2022-10-03 14:59:30,2022-10-03 15:00:00,62,,,,,,,
2022-10-04,O,2022-10-03 18:00:00,2022-10-04 17:00:00,2022-10-04 14:59:30,2022-10-04 15:00:00,61,,,,,,,
2022-10-05,O,2022-10-04 18:00:00,2022-10-05 17:00:00,2022-10-05 14:59:30,2022-10-05 15:00:00,60,,,,,,,
2022-10-06,O,2022-10-05 18:00:00,2022-10-06 17:00:00,2022-10-06 14:59:30,2022-10-06 15:00:00,59,,,,,,,
2022-10-07,O,2022-10-06 18:00:00,2022-10-07 17:00:00,2022-10-07 14:59:30,2022-10-07 15:00:00,58,,,,,,,
2022-10-10,O,2022-10-09 18:00:00,2022-10-10 17:00:00,2022-10-10 14:59:30,2022-10-10 15:00:00,57,,,,,,,
2022-10-11,O,2022-10-10 18:00:00,2022-10-11 17:00:00,2022-10-11 14:59:30,2022-10-11 15:00:00,56,,,,,,,
2022-10-12,O,2022-10-11 18:00:00,2022-10-12 17:00:00,2022-10-12 14:59:30,2022-10-12 15:00:00,55,,,,,,,
2022-10-13,O,2022-10-12 18:00:00,2022-10-13 17:00:00,2022-10-13 14:59:30,2022-10-13 15:00:00,54,,,,,,,
2022-10-14,O,2022-10-13 18:00:00,2022-10-14 17:00:00,2022-10-14 14:59:30,2022-10-14 15:00:00,53,,,,,,,
2022-10-17,O,2022-10-16 18:00:00,2022-10-17 17:00:00,2022-10-17 14:59:30,2022-10-17 15:00:00,52,,,,,,,
2022-10-18,O,2022-10-17 18:00:00,2022-10-18 17:00:00,2022-10-18 14:59:30,2022-10-18 15:00:00,51,,,,,,,
2022-10-19,O,2022-10-18 18:00:00,2022-10-19 17:00:00,2022-10-19 14:59:30,2022-10-19 15:00:00,50,,,,,,,
2022-10-20,O,2022-10-19 18:00:00,2022-10-20 17:00:00,2022-10-20 14:59:30,2022-10-20 15:00:00,49,,,,,,,
2022-10-21,O,2022-10-20 18:00:00,2022-10-21 17:00:00,2022-10-21 14:59:30,2022-10-21 15:00:00,48,,,,,,,
2022-10-24,O,2022-10-23 18:00:00,2022-10-24 17:00:00,2022-10-24 14:59:30,2022-10-24 15:00:00,47,,,,,,,
2022-10-25,O,2022-10-24 18:00:00,2022-10-25 17:00:00,2022-10-25 14:59:30,2022-10-25 15:00:00,46,,,,,,,
2022-10-26,O,2022-10-25 18:00:00,2022-10-26 17:00:00,2022-10-26 14:59:30,2022-10-26 15:00:00,45,,,,,,,
2022-10-27,O,2022-10-26 18:00:00,2022-10-27 17:00:00,2022-10-27 14:59:30,2022-10-27 15:00:00,44,,,,,,,
2022-10-28,O,2022-10-27 18:00:00,2022-10-28 17:00:00,2022-10-28 14:59:30,2022-10-28 15:00:00,43,,,,,,,
2022-10-31,O,2022-10-30 18:00:00,2022-10-31 17:00:00,2022-10-31 14:59:30,2022-10-31 15:00:00,42,,,,,,,
2022-11-01,O,2022-10-31 18:00:00,2022-11-01 17:00:00,2022-11-01 14:59:30,2022-11-01 15:00:00,41,,,,,,,
2022-11-02,O,2022-11-01 18:00:00,2022-11-02 17:00:00,2022-11-02 14:59:30,2022-11-02 15:00:00,40,,,,,,,
2022-11-03,O,2022-11-02 18:00:00,2022-11-03 17:00:00,2022-11-03 14:59:30,2022-11-03 15:00:00,39,,,,,,,
2022-11-04,O,2022-11-03 18:00:00,2022-11-04 17:00:00,2022-11-04 14:59:30,2022-11-04 15:00:00,38,,,,,,,
2022-11-07,O,2022-11-06 18:00:00,2022-11-07 17:00:00,2022-11-07 14:59:30,2022-11-07 15:00:00,37,,,,,,,
2022-11-08,O,2022-11-07 18:00:00,2022-11-08 17:00:00,2022-11-08 14:59:30,2022-11-08 15:00:00,36,,,,,,,
2022-11-09,O,2022-11-08 18:00:00,2022-11-09 17:00:00,2022-11-09 14:59:30,2022-11-09 15:00:00,35,,,,,,,
2022-11-10,O,2022-11-09 18:00:00,2022-11-10 17:00:00,2022-11-10 14:59:30,2022-11-10 15:00:00,34,,,,,,,
2022-11-11,O,2022-11-10 18:00:00,2022-11-11 17:00:00,2022-11-11 14:59:30,2022-11-11 15:00:00,33,,,,,,,
2022-11-14,O,2022-11-13 18:00:00,2022-11-14 17:00:00,2022-11-14 14:59:30,2022-11-14 15:00:00,32,,,,,,,
2022-11-15,O,2022-11-14 18:00:00,2022-11-15 17:00:00,2022-11-15 14:59:30,2022-11-15 15:00:00,31,,,,,,,
2022-11-16,O,2022-11-15 18:00:00,2022-11-16 17:00:00,2022-11-16 14:59:30,2022-11-16 15:00:00,30,,,,,,,
2022-11-17,O,2022-11-16 18:00:00,2022-11-17 17:00:00,2022-11-17 14:59:30,2022-11-17 15:00:00,29,,,,,,,
2022-11-18,O,2022-11-17 18:00:00,2022-11-18 17:00:00,2022-11-18 14:59:30,2022-11-18 15:00:00,28,,,,,,,
2022-11-21,O,2022-11-20 18:00:00,2022-11-21 17:00:00,2022-11-21 14:59:30,2022-11-21 15:00:00,27,,,,,,,
2022-11-22,O,2022-11-21 18:00:00,2022-11-22 17:00:00,2022-11-22 14:59:30,2022-11-22 15:00:00,26,,,,,,,
2022-11-23,O,2022-11-22 18:00:00,2022-11-23 17:00:00,2022-11-23 14:59:30,2022-11-23 15:00:00,25,,,,,,,
2022-11-24,X,,,,,,,,,,,,
2022-11-25,O,2022-11-24 18:00:00,2022-11-25 17:00:00,2022-11-25 14:59:30,2022-11-25 15:00:00,24,,,,,,,
2022-11-28,O,2022-11-27 18:00:00,2022-11-28 17:00:00,2022-11-28 14:59:30,2022-11-28 15:00:00,23,,,,,,,
2022-11-29,O,2022-11-28 18:00:00,2022-11-29 17:00:00,2022-11-29 14:59:30,2022-11-29 15:00:00,22,,,,,,,
2022-11-30,O,2022-11-29 18:00:00,2022-11-30 17:00:00,2022-11-30 14:59:30,2022-11-30 15:00:00,21,,,,,,,
2022-12-01,O,2022-11-30 18:00:00,2022-12-01 17:00:00,2022-12-01 14:59:30,2022-12-01 15:00:00,20,,,,,,,
2022-12-02,O,2022-12-01 18:00:00,2022-12-02 17:00:00,2022-12-02 14:59:30,2022-12-02 15:00:00,19,,,,,,,
2022-12-05,O,2022-12-04 18:00:00,2022-12-05 17:00:00,2022-12-05 14:59:30,2022-12-05 15:00:00,18,,,,,,,
2022-12-06,O,2022-12-05 18:00:00,2022-12-06 17:00:00,2022-12-06 14:59:30,2022-12-06 15:00:00,17,,,,,,,
2022-12-07,O,2022-12-06 18:00:00,2022-12-07 17:00:00,2022-12-07 14:59:30,2022-12-07 15:00:00,16,,,,,,,
2022-12-08,O,2022-12-07 18:00:00,2022-12-08 17:00:00,2022-12-08 14:59:30,2022-12-08 15:00:00,15,,,,,,,
2022-12-09,O,2022-12-08 18:00:00,2022-12-09 17:00:00,2022-12-09 14:59:30,2022-12-09 15:00:00,14,,,,,,,
2022-12-12,O,2022-12-11 18:00:00,2022-12-12 17:00:00,2022-12-12 14:59:30,2022-12-12 15:00:00,13,,,,,,,
2022-12-13,O,2022-12-12 18:00:00,2022-12-13 17:00:00,2022-12-13 14:59:30,2022-12-13 15:00:00,12,,,,,,,
2022-12-14,O,2022-12-13 18:00:00,2022-12-14 17:00:00,2022-12-14 14:59:30,2022-12-14 15:00:00,11,,,,,,,
2022-12-15,O,2022-12-14 18:00:00,2022-12-15 17:00:00,2022-12-15 14:59:30,2022-12-15 15:00:00,10,,,,,,,
2022-12-16,O,2022-12-15 18:00:00,2022-12-16 17:00:00,2022-12-16 14:59:30,2022-12-16 15:00:00,9,,,,,,,
2022-12-19,O,2022-12-18 18:00:00,2022-12-19 17:00:00,2022-12-19 14:59:30,2022-12-19 15:00:00,8,,,,,,,
2022-12-20,O,2022-12-19 18:00:00,2022-12-20 17:00:00,2022-12-20 14:59:30,2022-12-20 15:00:00,7,,,,,,,
2022-12-21,O,2022-12-20 18:00:00,2022-12-21 17:00:00,2022-12-21 14:59:30,2022-12-21 15:00:00,6,,,,,,,
2022-12-22,O,2022-12-21 18:00:00,2022-12-22 17:00:00,2022-12-22 14:59:30,2022-12-22 15:00:00,5,,,,,,,
2022-12-23,O,2022-12-22 18:00:00,2022-12-23 17:00:00,2022-12-23 14:59:30,2022-12-23 15:00:00,4,,,,,,,
2022-12-26,X,,,,,,,,,,,,
2022-12-27,O,2022-12-26 18:00:00,2022-12-27 17:00:00,2022-12-27 14:59:30,2022-12-27 15:00:00,3,,,,,,,
2022-12-28,O,2022-12-27 18:00:00,2022-12-28 17:00:00,2022-12-28 14:59:30,2022-12-28 15:00:00,2,,,,,,,
2022-12-29,O,2022-12-28 18:00:00,2022-12-29 17:00:00,2022-12-29 14:59:30,2022-12-29 15:00:00,1,,,,,,,
2022-12-30,O,2022-12-29 18:00:00,2022-12-30 17:00:00,2022-12-30 14:59:30,2022-12-30 15:00:00,0,,,,,,,
