date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,Soybeans_N0,Soybeans_N1,Soybeans_N2,Soybeans_N3,Soybeans_N4,Soybeans_N5,Soybeans_N6
1990-08-27,O,1990-08-26 20:00:00,1990-08-27 14:20:00,1990-08-27 14:14:00,1990-08-27 14:15:00,41,,199011,199101,199103,199105,199107,199111
1990-08-28,O,1990-08-27 20:00:00,1990-08-28 14:20:00,1990-08-28 14:14:00,1990-08-28 14:15:00,40,,199011,199101,199103,199105,199107,199111
1990-08-29,O,1990-08-28 20:00:00,1990-08-29 14:20:00,1990-08-29 14:14:00,1990-08-29 14:15:00,39,,199011,199101,199103,199105,199107,199111
1990-08-30,O,1990-08-29 20:00:00,1990-08-30 14:20:00,1990-08-30 14:14:00,1990-08-30 14:15:00,38,,199011,199101,199103,199105,199107,199111
1990-08-31,O,1990-08-30 20:00:00,1990-08-31 14:20:00,1990-08-31 14:14:00,1990-08-31 14:15:00,37,,199011,199101,199103,199105,199107,199111
1990-09-03,X,,,,,,,,,,,,
1990-09-04,O,1990-09-03 20:00:00,1990-09-04 14:20:00,1990-09-04 14:14:00,1990-09-04 14:15:00,36,,199011,199101,199103,199105,199107,199111
1990-09-05,O,1990-09-04 20:00:00,1990-09-05 14:20:00,1990-09-05 14:14:00,1990-09-05 14:15:00,35,,199011,199101,199103,199105,199107,199111
1990-09-06,O,1990-09-05 20:00:00,1990-09-06 14:20:00,1990-09-06 14:14:00,1990-09-06 14:15:00,34,,199011,199101,199103,199105,199107,199111
1990-09-07,O,1990-09-06 20:00:00,1990-09-07 14:20:00,1990-09-07 14:14:00,1990-09-07 14:15:00,33,,199011,199101,199103,199105,199107,199111
1990-09-10,O,1990-09-09 20:00:00,1990-09-10 14:20:00,1990-09-10 14:14:00,1990-09-10 14:15:00,32,,199011,199101,199103,199105,199107,199111
1990-09-11,O,1990-09-10 20:00:00,1990-09-11 14:20:00,1990-09-11 14:14:00,1990-09-11 14:15:00,31,,199011,199101,199103,199105,199107,199111
1990-09-12,O,1990-09-11 20:00:00,1990-09-12 14:20:00,1990-09-12 14:14:00,1990-09-12 14:15:00,30,,199011,199101,199103,199105,199107,199111
1990-09-13,O,1990-09-12 20:00:00,1990-09-13 14:20:00,1990-09-13 14:14:00,1990-09-13 14:15:00,29,,199011,199101,199103,199105,199107,199111
1990-09-14,O,1990-09-13 20:00:00,1990-09-14 14:20:00,1990-09-14 14:14:00,1990-09-14 14:15:00,28,,199011,199101,199103,199105,199107,199111
1990-09-17,O,1990-09-16 20:00:00,1990-09-17 14:20:00,1990-09-17 14:14:00,1990-09-17 14:15:00,27,,199011,199101,199103,199105,199107,199111
1990-09-18,O,1990-09-17 20:00:00,1990-09-18 14:20:00,1990-09-18 14:14:00,1990-09-18 14:15:00,26,,199011,199101,199103,199105,199107,199111
1990-09-19,O,1990-09-18 20:00:00,1990-09-19 14:20:00,1990-09-19 14:14:00,1990-09-19 14:15:00,25,,199011,199101,199103,199105,199107,199111
1990-09-20,O,1990-09-19 20:00:00,1990-09-20 14:20:00,1990-09-20 14:14:00,1990-09-20 14:15:00,24,,199011,199101,199103,199105,199107,199111
1990-09-21,O,1990-09-20 20:00:00,1990-09-21 14:20:00,1990-09-21 14:14:00,1990-09-21 14:15:00,23,,199011,199101,199103,199105,199107,199111
1990-09-24,O,1990-09-23 20:00:00,1990-09-24 14:20:00,1990-09-24 14:14:00,1990-09-24 14:15:00,22,,199011,199101,199103,199105,199107,199111
1990-09-25,O,1990-09-24 20:00:00,1990-09-25 14:20:00,1990-09-25 14:14:00,1990-09-25 14:15:00,21,,199011,199101,199103,199105,199107,199111
1990-09-26,O,1990-09-25 20:00:00,1990-09-26 14:20:00,1990-09-26 14:14:00,1990-09-26 14:15:00,20,,199011,199101,199103,199105,199107,199111
1990-09-27,O,1990-09-26 20:00:00,1990-09-27 14:20:00,1990-09-27 14:14:00,1990-09-27 14:15:00,19,,199011,199101,199103,199105,199107,199111
1990-09-28,O,1990-09-27 20:00:00,1990-09-28 14:20:00,1990-09-28 14:14:00,1990-09-28 14:15:00,18,,199011,199101,199103,199105,199107,199111
1990-10-01,O,1990-09-30 20:00:00,1990-10-01 14:20:00,1990-10-01 14:14:00,1990-10-01 14:15:00,17,,199011,199101,199103,199105,199107,199111
1990-10-02,O,1990-10-01 20:00:00,1990-10-02 14:20:00,1990-10-02 14:14:00,1990-10-02 14:15:00,16,,199011,199101,199103,199105,199107,199111
1990-10-03,O,1990-10-02 20:00:00,1990-10-03 14:20:00,1990-10-03 14:14:00,1990-10-03 14:15:00,15,,199011,199101,199103,199105,199107,199111
1990-10-04,O,1990-10-03 20:00:00,1990-10-04 14:20:00,1990-10-04 14:14:00,1990-10-04 14:15:00,14,,199011,199101,199103,199105,199107,199111
1990-10-05,O,1990-10-04 20:00:00,1990-10-05 14:20:00,1990-10-05 14:14:00,1990-10-05 14:15:00,13,,199011,199101,199103,199105,199107,199111
1990-10-08,O,1990-10-07 20:00:00,1990-10-08 14:20:00,1990-10-08 14:14:00,1990-10-08 14:15:00,12,,199011,199101,199103,199105,199107,199111
1990-10-09,O,1990-10-08 20:00:00,1990-10-09 14:20:00,1990-10-09 14:14:00,1990-10-09 14:15:00,11,,199011,199101,199103,199105,199107,199111
1990-10-10,O,1990-10-09 20:00:00,1990-10-10 14:20:00,1990-10-10 14:14:00,1990-10-10 14:15:00,10,,199011,199101,199103,199105,199107,199111
1990-10-11,O,1990-10-10 20:00:00,1990-10-11 14:20:00,1990-10-11 14:14:00,1990-10-11 14:15:00,9,,199011,199101,199103,199105,199107,199111
1990-10-12,O,1990-10-11 20:00:00,1990-10-12 14:20:00,1990-10-12 14:14:00,1990-10-12 14:15:00,8,,199011,199101,199103,199105,199107,199111
1990-10-15,O,1990-10-14 20:00:00,1990-10-15 14:20:00,1990-10-15 14:14:00,1990-10-15 14:15:00,7,,199011,199101,199103,199105,199107,199111
1990-10-16,O,1990-10-15 20:00:00,1990-10-16 14:20:00,1990-10-16 14:14:00,1990-10-16 14:15:00,6,,199011,199101,199103,199105,199107,199111
1990-10-17,O,1990-10-16 20:00:00,1990-10-17 14:20:00,1990-10-17 14:14:00,1990-10-17 14:15:00,5,,199011,199101,199103,199105,199107,199111
1990-10-18,O,1990-10-17 20:00:00,1990-10-18 14:20:00,1990-10-18 14:14:00,1990-10-18 14:15:00,4,,199011,199101,199103,199105,199107,199111
1990-10-19,O,1990-10-18 20:00:00,1990-10-19 14:20:00,1990-10-19 14:14:00,1990-10-19 14:15:00,3,,199011,199101,199103,199105,199107,199111
1990-10-22,O,1990-10-21 20:00:00,1990-10-22 14:20:00,1990-10-22 14:14:00,1990-10-22 14:15:00,2,,199011,199101,199103,199105,199107,199111
1990-10-23,O,1990-10-22 20:00:00,1990-10-23 14:20:00,1990-10-23 14:14:00,1990-10-23 14:15:00,1,,199011,199101,199103,199105,199107,199111
1990-10-24,O,1990-10-23 20:00:00,1990-10-24 14:20:00,1990-10-24 14:14:00,1990-10-24 14:15:00,0,,199011,199101,199103,199105,199107,199111
1990-10-25,O,1990-10-24 20:00:00,1990-10-25 14:20:00,1990-10-25 14:14:00,1990-10-25 14:15:00,40,199011,199101,199103,199105,199107,199111,199201
1990-10-26,O,1990-10-25 20:00:00,1990-10-26 14:20:00,1990-10-26 14:14:00,1990-10-26 14:15:00,39,199011,199101,199103,199105,199107,199111,199201
1990-10-29,O,1990-10-28 20:00:00,1990-10-29 14:20:00,1990-10-29 14:14:00,1990-10-29 14:15:00,38,199011,199101,199103,199105,199107,199111,199201
1990-10-30,O,1990-10-29 20:00:00,1990-10-30 14:20:00,1990-10-30 14:14:00,1990-10-30 14:15:00,37,199011,199101,199103,199105,199107,199111,199201
1990-10-31,O,1990-10-30 20:00:00,1990-10-31 14:20:00,1990-10-31 14:14:00,1990-10-31 14:15:00,36,199011,199101,199103,199105,199107,199111,199201
1990-11-01,O,1990-10-31 20:00:00,1990-11-01 14:20:00,1990-11-01 14:14:00,1990-11-01 14:15:00,35,199011,199101,199103,199105,199107,199111,199201
1990-11-02,O,1990-11-01 20:00:00,1990-11-02 14:20:00,1990-11-02 14:14:00,1990-11-02 14:15:00,34,199011,199101,199103,199105,199107,199111,199201
1990-11-05,O,1990-11-04 20:00:00,1990-11-05 14:20:00,1990-11-05 14:14:00,1990-11-05 14:15:00,33,199011,199101,199103,199105,199107,199111,199201
1990-11-06,O,1990-11-05 20:00:00,1990-11-06 14:20:00,1990-11-06 14:14:00,1990-11-06 14:15:00,32,199011,199101,199103,199105,199107,199111,199201
1990-11-07,O,1990-11-06 20:00:00,1990-11-07 14:20:00,1990-11-07 14:14:00,1990-11-07 14:15:00,31,199011,199101,199103,199105,199107,199111,199201
1990-11-08,O,1990-11-07 20:00:00,1990-11-08 14:20:00,1990-11-08 14:14:00,1990-11-08 14:15:00,30,199011,199101,199103,199105,199107,199111,199201
1990-11-09,O,1990-11-08 20:00:00,1990-11-09 14:20:00,1990-11-09 14:14:00,1990-11-09 14:15:00,29,199011,199101,199103,199105,199107,199111,199201
1990-11-12,O,1990-11-11 20:00:00,1990-11-12 14:20:00,1990-11-12 14:14:00,1990-11-12 14:15:00,28,199011,199101,199103,199105,199107,199111,199201
1990-11-13,O,1990-11-12 20:00:00,1990-11-13 14:20:00,1990-11-13 14:14:00,1990-11-13 14:15:00,27,199011,199101,199103,199105,199107,199111,199201
1990-11-14,O,1990-11-13 20:00:00,1990-11-14 14:20:00,1990-11-14 14:14:00,1990-11-14 14:15:00,26,199011,199101,199103,199105,199107,199111,199201
1990-11-15,O,1990-11-14 20:00:00,1990-11-15 14:20:00,1990-11-15 14:14:00,1990-11-15 14:15:00,25,199011,199101,199103,199105,199107,199111,199201
1990-11-16,O,1990-11-15 20:00:00,1990-11-16 14:20:00,1990-11-16 14:14:00,1990-11-16 14:15:00,24,199011,199101,199103,199105,199107,199111,199201
1990-11-19,O,1990-11-18 20:00:00,1990-11-19 14:20:00,1990-11-19 14:14:00,1990-11-19 14:15:00,23,199011,199101,199103,199105,199107,199111,199201
1990-11-20,O,1990-11-19 20:00:00,1990-11-20 14:20:00,1990-11-20 14:14:00,1990-11-20 14:15:00,22,199011,199101,199103,199105,199107,199111,199201
1990-11-21,O,1990-11-20 20:00:00,1990-11-21 14:20:00,1990-11-21 14:14:00,1990-11-21 14:15:00,21,,199101,199103,199105,199107,199111,199201
1990-11-22,X,,,,,,,,,,,,
1990-11-23,O,1990-11-22 20:00:00,1990-11-23 14:20:00,1990-11-23 14:14:00,1990-11-23 14:15:00,20,,199101,199103,199105,199107,199111,199201
1990-11-26,O,1990-11-25 20:00:00,1990-11-26 14:20:00,1990-11-26 14:14:00,1990-11-26 14:15:00,19,,199101,199103,199105,199107,199111,199201
1990-11-27,O,1990-11-26 20:00:00,1990-11-27 14:20:00,1990-11-27 14:14:00,1990-11-27 14:15:00,18,,199101,199103,199105,199107,199111,199201
1990-11-28,O,1990-11-27 20:00:00,1990-11-28 14:20:00,1990-11-28 14:14:00,1990-11-28 14:15:00,17,,199101,199103,199105,199107,199111,199201
1990-11-29,O,1990-11-28 20:00:00,1990-11-29 14:20:00,1990-11-29 14:14:00,1990-11-29 14:15:00,16,,199101,199103,199105,199107,199111,199201
1990-11-30,O,1990-11-29 20:00:00,1990-11-30 14:20:00,1990-11-30 14:14:00,1990-11-30 14:15:00,15,,199101,199103,199105,199107,199111,199201
1990-12-03,O,1990-12-02 20:00:00,1990-12-03 14:20:00,1990-12-03 14:14:00,1990-12-03 14:15:00,14,,199101,199103,199105,199107,199111,199201
1990-12-04,O,1990-12-03 20:00:00,1990-12-04 14:20:00,1990-12-04 14:14:00,1990-12-04 14:15:00,13,,199101,199103,199105,199107,199111,199201
1990-12-05,O,1990-12-04 20:00:00,1990-12-05 14:20:00,1990-12-05 14:14:00,1990-12-05 14:15:00,12,,199101,199103,199105,199107,199111,199201
1990-12-06,O,1990-12-05 20:00:00,1990-12-06 14:20:00,1990-12-06 14:14:00,1990-12-06 14:15:00,11,,199101,199103,199105,199107,199111,199201
1990-12-07,O,1990-12-06 20:00:00,1990-12-07 14:20:00,1990-12-07 14:14:00,1990-12-07 14:15:00,10,,199101,199103,199105,199107,199111,199201
1990-12-10,O,1990-12-09 20:00:00,1990-12-10 14:20:00,1990-12-10 14:14:00,1990-12-10 14:15:00,9,,199101,199103,199105,199107,199111,199201
1990-12-11,O,1990-12-10 20:00:00,1990-12-11 14:20:00,1990-12-11 14:14:00,1990-12-11 14:15:00,8,,199101,199103,199105,199107,199111,199201
1990-12-12,O,1990-12-11 20:00:00,1990-12-12 14:20:00,1990-12-12 14:14:00,1990-12-12 14:15:00,7,,199101,199103,199105,199107,199111,199201
1990-12-13,O,1990-12-12 20:00:00,1990-12-13 14:20:00,1990-12-13 14:14:00,1990-12-13 14:15:00,6,,199101,199103,199105,199107,199111,199201
1990-12-14,O,1990-12-13 20:00:00,1990-12-14 14:20:00,1990-12-14 14:14:00,1990-12-14 14:15:00,5,,199101,199103,199105,199107,199111,199201
1990-12-17,O,1990-12-16 20:00:00,1990-12-17 14:20:00,1990-12-17 14:14:00,1990-12-17 14:15:00,4,,199101,199103,199105,199107,199111,199201
1990-12-18,O,1990-12-17 20:00:00,1990-12-18 14:20:00,1990-12-18 14:14:00,1990-12-18 14:15:00,3,,199101,199103,199105,199107,199111,199201
1990-12-19,O,1990-12-18 20:00:00,1990-12-19 14:20:00,1990-12-19 14:14:00,1990-12-19 14:15:00,2,,199101,199103,199105,199107,199111,199201
1990-12-20,O,1990-12-19 20:00:00,1990-12-20 14:20:00,1990-12-20 14:14:00,1990-12-20 14:15:00,1,,199101,199103,199105,199107,199111,199201
1990-12-21,O,1990-12-20 20:00:00,1990-12-21 14:20:00,1990-12-21 14:14:00,1990-12-21 14:15:00,0,,199101,199103,199105,199107,199111,199201
1990-12-24,O,1990-12-23 20:00:00,1990-12-24 14:20:00,1990-12-24 14:14:00,1990-12-24 14:15:00,40,199101,199103,199105,199107,199111,199201,199203
1990-12-25,X,,,,,,,,,,,,
1990-12-26,O,1990-12-25 20:00:00,1990-12-26 14:20:00,1990-12-26 14:14:00,1990-12-26 14:15:00,39,199101,199103,199105,199107,199111,199201,199203
1990-12-27,O,1990-12-26 20:00:00,1990-12-27 14:20:00,1990-12-27 14:14:00,1990-12-27 14:15:00,38,199101,199103,199105,199107,199111,199201,199203
1990-12-28,O,1990-12-27 20:00:00,1990-12-28 14:20:00,1990-12-28 14:14:00,1990-12-28 14:15:00,37,199101,199103,199105,199107,199111,199201,199203
1990-12-31,O,1990-12-30 20:00:00,1990-12-31 14:20:00,1990-12-31 14:14:00,1990-12-31 14:15:00,36,199101,199103,199105,199107,199111,199201,199203
1991-01-01,X,,,,,,,,,,,,
1991-01-02,O,1991-01-01 20:00:00,1991-01-02 14:20:00,1991-01-02 14:14:00,1991-01-02 14:15:00,35,199101,199103,199105,199107,199111,199201,199203
1991-01-03,O,1991-01-02 20:00:00,1991-01-03 14:20:00,1991-01-03 14:14:00,1991-01-03 14:15:00,34,199101,199103,199105,199107,199111,199201,199203
1991-01-04,O,1991-01-03 20:00:00,1991-01-04 14:20:00,1991-01-04 14:14:00,1991-01-04 14:15:00,33,199101,199103,199105,199107,199111,199201,199203
1991-01-07,O,1991-01-06 20:00:00,1991-01-07 14:20:00,1991-01-07 14:14:00,1991-01-07 14:15:00,32,199101,199103,199105,199107,199111,199201,199203
1991-01-08,O,1991-01-07 20:00:00,1991-01-08 14:20:00,1991-01-08 14:14:00,1991-01-08 14:15:00,31,199101,199103,199105,199107,199111,199201,199203
1991-01-09,O,1991-01-08 20:00:00,1991-01-09 14:20:00,1991-01-09 14:14:00,1991-01-09 14:15:00,30,199101,199103,199105,199107,199111,199201,199203
1991-01-10,O,1991-01-09 20:00:00,1991-01-10 14:20:00,1991-01-10 14:14:00,1991-01-10 14:15:00,29,199101,199103,199105,199107,199111,199201,199203
1991-01-11,O,1991-01-10 20:00:00,1991-01-11 14:20:00,1991-01-11 14:14:00,1991-01-11 14:15:00,28,199101,199103,199105,199107,199111,199201,199203
1991-01-14,O,1991-01-13 20:00:00,1991-01-14 14:20:00,1991-01-14 14:14:00,1991-01-14 14:15:00,27,199101,199103,199105,199107,199111,199201,199203
1991-01-15,O,1991-01-14 20:00:00,1991-01-15 14:20:00,1991-01-15 14:14:00,1991-01-15 14:15:00,26,199101,199103,199105,199107,199111,199201,199203
1991-01-16,O,1991-01-15 20:00:00,1991-01-16 14:20:00,1991-01-16 14:14:00,1991-01-16 14:15:00,25,199101,199103,199105,199107,199111,199201,199203
1991-01-17,O,1991-01-16 20:00:00,1991-01-17 14:20:00,1991-01-17 14:14:00,1991-01-17 14:15:00,24,199101,199103,199105,199107,199111,199201,199203
1991-01-18,O,1991-01-17 20:00:00,1991-01-18 14:20:00,1991-01-18 14:14:00,1991-01-18 14:15:00,23,199101,199103,199105,199107,199111,199201,199203
1991-01-21,O,1991-01-20 20:00:00,1991-01-21 14:20:00,1991-01-21 14:14:00,1991-01-21 14:15:00,22,199101,199103,199105,199107,199111,199201,199203
1991-01-22,O,1991-01-21 20:00:00,1991-01-22 14:20:00,1991-01-22 14:14:00,1991-01-22 14:15:00,21,199101,199103,199105,199107,199111,199201,199203
1991-01-23,O,1991-01-22 20:00:00,1991-01-23 14:20:00,1991-01-23 14:14:00,1991-01-23 14:15:00,20,,199103,199105,199107,199111,199201,199203
1991-01-24,O,1991-01-23 20:00:00,1991-01-24 14:20:00,1991-01-24 14:14:00,1991-01-24 14:15:00,19,,199103,199105,199107,199111,199201,199203
1991-01-25,O,1991-01-24 20:00:00,1991-01-25 14:20:00,1991-01-25 14:14:00,1991-01-25 14:15:00,18,,199103,199105,199107,199111,199201,199203
1991-01-28,O,1991-01-27 20:00:00,1991-01-28 14:20:00,1991-01-28 14:14:00,1991-01-28 14:15:00,17,,199103,199105,199107,199111,199201,199203
1991-01-29,O,1991-01-28 20:00:00,1991-01-29 14:20:00,1991-01-29 14:14:00,1991-01-29 14:15:00,16,,199103,199105,199107,199111,199201,199203
1991-01-30,O,1991-01-29 20:00:00,1991-01-30 14:20:00,1991-01-30 14:14:00,1991-01-30 14:15:00,15,,199103,199105,199107,199111,199201,199203
1991-01-31,O,1991-01-30 20:00:00,1991-01-31 14:20:00,1991-01-31 14:14:00,1991-01-31 14:15:00,14,,199103,199105,199107,199111,199201,199203
1991-02-01,O,1991-01-31 20:00:00,1991-02-01 14:20:00,1991-02-01 14:14:00,1991-02-01 14:15:00,13,,199103,199105,199107,199111,199201,199203
1991-02-04,O,1991-02-03 20:00:00,1991-02-04 14:20:00,1991-02-04 14:14:00,1991-02-04 14:15:00,12,,199103,199105,199107,199111,199201,199203
1991-02-05,O,1991-02-04 20:00:00,1991-02-05 14:20:00,1991-02-05 14:14:00,1991-02-05 14:15:00,11,,199103,199105,199107,199111,199201,199203
1991-02-06,O,1991-02-05 20:00:00,1991-02-06 14:20:00,1991-02-06 14:14:00,1991-02-06 14:15:00,10,,199103,199105,199107,199111,199201,199203
1991-02-07,O,1991-02-06 20:00:00,1991-02-07 14:20:00,1991-02-07 14:14:00,1991-02-07 14:15:00,9,,199103,199105,199107,199111,199201,199203
1991-02-08,O,1991-02-07 20:00:00,1991-02-08 14:20:00,1991-02-08 14:14:00,1991-02-08 14:15:00,8,,199103,199105,199107,199111,199201,199203
1991-02-11,O,1991-02-10 20:00:00,1991-02-11 14:20:00,1991-02-11 14:14:00,1991-02-11 14:15:00,7,,199103,199105,199107,199111,199201,199203
1991-02-12,O,1991-02-11 20:00:00,1991-02-12 14:20:00,1991-02-12 14:14:00,1991-02-12 14:15:00,6,,199103,199105,199107,199111,199201,199203
1991-02-13,O,1991-02-12 20:00:00,1991-02-13 14:20:00,1991-02-13 14:14:00,1991-02-13 14:15:00,5,,199103,199105,199107,199111,199201,199203
1991-02-14,O,1991-02-13 20:00:00,1991-02-14 14:20:00,1991-02-14 14:14:00,1991-02-14 14:15:00,4,,199103,199105,199107,199111,199201,199203
1991-02-15,O,1991-02-14 20:00:00,1991-02-15 14:20:00,1991-02-15 14:14:00,1991-02-15 14:15:00,3,,199103,199105,199107,199111,199201,199203
1991-02-18,X,,,,,,,,,,,,
1991-02-19,O,1991-02-18 20:00:00,1991-02-19 14:20:00,1991-02-19 14:14:00,1991-02-19 14:15:00,2,,199103,199105,199107,199111,199201,199203
1991-02-20,O,1991-02-19 20:00:00,1991-02-20 14:20:00,1991-02-20 14:14:00,1991-02-20 14:15:00,1,,199103,199105,199107,199111,199201,199203
1991-02-21,O,1991-02-20 20:00:00,1991-02-21 14:20:00,1991-02-21 14:14:00,1991-02-21 14:15:00,0,,199103,199105,199107,199111,199201,199203
1991-02-22,O,1991-02-21 20:00:00,1991-02-22 14:20:00,1991-02-22 14:14:00,1991-02-22 14:15:00,41,199103,199105,199107,199111,199201,199203,199205
1991-02-25,O,1991-02-24 20:00:00,1991-02-25 14:20:00,1991-02-25 14:14:00,1991-02-25 14:15:00,40,199103,199105,199107,199111,199201,199203,199205
1991-02-26,O,1991-02-25 20:00:00,1991-02-26 14:20:00,1991-02-26 14:14:00,1991-02-26 14:15:00,39,199103,199105,199107,199111,199201,199203,199205
1991-02-27,O,1991-02-26 20:00:00,1991-02-27 14:20:00,1991-02-27 14:14:00,1991-02-27 14:15:00,38,199103,199105,199107,199111,199201,199203,199205
1991-02-28,O,1991-02-27 20:00:00,1991-02-28 14:20:00,1991-02-28 14:14:00,1991-02-28 14:15:00,37,199103,199105,199107,199111,199201,199203,199205
1991-03-01,O,1991-02-28 20:00:00,1991-03-01 14:20:00,1991-03-01 14:14:00,1991-03-01 14:15:00,36,199103,199105,199107,199111,199201,199203,199205
1991-03-04,O,1991-03-03 20:00:00,1991-03-04 14:20:00,1991-03-04 14:14:00,1991-03-04 14:15:00,35,199103,199105,199107,199111,199201,199203,199205
1991-03-05,O,1991-03-04 20:00:00,1991-03-05 14:20:00,1991-03-05 14:14:00,1991-03-05 14:15:00,34,199103,199105,199107,199111,199201,199203,199205
1991-03-06,O,1991-03-05 20:00:00,1991-03-06 14:20:00,1991-03-06 14:14:00,1991-03-06 14:15:00,33,199103,199105,199107,199111,199201,199203,199205
1991-03-07,O,1991-03-06 20:00:00,1991-03-07 14:20:00,1991-03-07 14:14:00,1991-03-07 14:15:00,32,199103,199105,199107,199111,199201,199203,199205
1991-03-08,O,1991-03-07 20:00:00,1991-03-08 14:20:00,1991-03-08 14:14:00,1991-03-08 14:15:00,31,199103,199105,199107,199111,199201,199203,199205
1991-03-11,O,1991-03-10 20:00:00,1991-03-11 14:20:00,1991-03-11 14:14:00,1991-03-11 14:15:00,30,199103,199105,199107,199111,199201,199203,199205
1991-03-12,O,1991-03-11 20:00:00,1991-03-12 14:20:00,1991-03-12 14:14:00,1991-03-12 14:15:00,29,199103,199105,199107,199111,199201,199203,199205
1991-03-13,O,1991-03-12 20:00:00,1991-03-13 14:20:00,1991-03-13 14:14:00,1991-03-13 14:15:00,28,199103,199105,199107,199111,199201,199203,199205
1991-03-14,O,1991-03-13 20:00:00,1991-03-14 14:20:00,1991-03-14 14:14:00,1991-03-14 14:15:00,27,199103,199105,199107,199111,199201,199203,199205
1991-03-15,O,1991-03-14 20:00:00,1991-03-15 14:20:00,1991-03-15 14:14:00,1991-03-15 14:15:00,26,199103,199105,199107,199111,199201,199203,199205
1991-03-18,O,1991-03-17 20:00:00,1991-03-18 14:20:00,1991-03-18 14:14:00,1991-03-18 14:15:00,25,199103,199105,199107,199111,199201,199203,199205
1991-03-19,O,1991-03-18 20:00:00,1991-03-19 14:20:00,1991-03-19 14:14:00,1991-03-19 14:15:00,24,199103,199105,199107,199111,199201,199203,199205
1991-03-20,O,1991-03-19 20:00:00,1991-03-20 14:20:00,1991-03-20 14:14:00,1991-03-20 14:15:00,23,,199105,199107,199111,199201,199203,199205
1991-03-21,O,1991-03-20 20:00:00,1991-03-21 14:20:00,1991-03-21 14:14:00,1991-03-21 14:15:00,22,,199105,199107,199111,199201,199203,199205
1991-03-22,O,1991-03-21 20:00:00,1991-03-22 14:20:00,1991-03-22 14:14:00,1991-03-22 14:15:00,21,,199105,199107,199111,199201,199203,199205
1991-03-25,O,1991-03-24 20:00:00,1991-03-25 14:20:00,1991-03-25 14:14:00,1991-03-25 14:15:00,20,,199105,199107,199111,199201,199203,199205
1991-03-26,O,1991-03-25 20:00:00,1991-03-26 14:20:00,1991-03-26 14:14:00,1991-03-26 14:15:00,19,,199105,199107,199111,199201,199203,199205
1991-03-27,O,1991-03-26 20:00:00,1991-03-27 14:20:00,1991-03-27 14:14:00,1991-03-27 14:15:00,18,,199105,199107,199111,199201,199203,199205
1991-03-28,O,1991-03-27 20:00:00,1991-03-28 14:20:00,1991-03-28 14:14:00,1991-03-28 14:15:00,17,,199105,199107,199111,199201,199203,199205
